16567-0,Cefixime,,,,,,,,,,,,,
1656-8,11-Deoxycorticosterone,,,,,,,,,,,,,
16568-8,Cefuroxime Ab.IgE,,,,,,,,,,,,,
16569-6,cefTRIAXone Ab.IgE,,,,,,,,,,,,,
16570-4,Centromere Ab,,,,,,,,,,,,,
16571-2,Cephadrine,,,,,,,,,,,,,
16572-0,Cephaloridine,,,,,,,,,,,,,
16573-8,Cerebroside sulfatase,,,,,,,,,,,,,
16574-6,Cerebroside sulfatase,,,,,,,,,,,,,
16575-3,Cerebroside sulfatase B,,,,,,,,,,,,,
1657-6,11-Deoxycortisol,,,,,,,,,,,,,
16576-1,Cerebroside sulfatase B,,,,,,,,,,,,,
16577-9,Cerebroside sulfatase B,,,,,,,,,,,,,
16578-7,Cerebroside sulfatase B,,,,,,,,,,,,,
16579-5,Cerebroside sulfatase B,,,,,,,,,,,,,
16580-3,Cerebroside sulfatase B,,,,,,,,,,,,,
16581-1,Chlamydophila pneumoniae Ab.IgA,,,,,,,,,,,,,
16582-9,Chlamydophila pneumoniae Ab.IgG,,,,,,,,,,,,,
16583-7,Chlamydophila pneumoniae Ab.IgM,,,,,,,,,,,,,
1658-4,11-Hydroxyandrostenedione,,,,,,,,,,,,,
16584-5,Chlamydophila pneumoniae rRNA,,,,,,,,,,,,,
16585-2,Chlamydophila pneumoniae rRNA,,,,,,,,,,,,,
16586-0,Chlamydophila psittaci Ab.IgA,,,,,,,,,,,,,
16587-8,Chlamydophila psittaci Ab.IgG,,,,,,,,,,,,,
16588-6,Chlamydophila psittaci Ab.IgM,,,,,,,,,,,,,
16589-4,Chlamydia sp Ab,,,,,,,,,,,,,
16590-2,Chlamydia sp Ab,,,,,,,,,,,,,
16591-0,Chlamydia sp Ab.IgG,,,,,,,,,,,,,
1659-2,11-Hydroxyandrosterone,,,,,,,,,,,,,
16592-8,Chlamydia sp Ab.IgM,,,,,,,,,,,,,
16593-6,Chlamydia sp Ag,,,,,,,,,,,,,
16594-4,Chlamydia trachomatis Ab.IgA,,,,,,,,,,,,,
16595-1,Chlamydia trachomatis Ab.IgG,,,,,,,,,,,,,
16596-9,Chlamydia trachomatis Ab.IgM,,,,,,,,,,,,,
16597-7,Chlamydia trachomatis B Ab.IgG,,,,,,,,,,,,,
16598-5,Chlamydia trachomatis C Ab.IgG,,,,,,,,,,,,,
16599-3,Chlamydia trachomatis DNA,,,,,,,,,,,,,
16-6,Amoxicillin,,,,,,,,,,,,,
1660-0,11-Hydroxyetiocholanolone,,,,,,,,,,,,,
16600-9,Chlamydia trachomatis rRNA,,,,,,,,,,,,,
16601-7,Chlamydia trachomatis rRNA,,,,,,,,,,,,,
16602-5,Chlamydia trachomatis rRNA,,,,,,,,,,,,,
16603-3,Chloramphenicol^peak,,,,,,,,,,,,,
16604-1,Chloramphenicol^trough,,,,,,,,,,,,,
16605-8,Chlorocycline,,,,,,,,,,,,,
16606-6,Chlorine,,,,,,,,,,,,,
16607-4,Chlorine,,,,,,,,,,,,,
16608-2,Chlorpheniramine,,,,,,,,,,,,,
16609-0,Chlorphentermine,,,,,,,,,,,,,
16610-8,Chlorphentermine,,,,,,,,,,,,,
16611-6,Chlorpyrifos,,,,,,,,,,,,,
16612-4,Chlorthalidone,,,,,,,,,,,,,
16613-2,Cholesterol crystals,,,,,,,,,,,,,
16614-0,Cholesterol crystals,,,,,,,,,,,,,
16615-7,Cholesterol.total/Cholesterol.in LDL,,,,,,,,,,,,,
16616-5,Cholesterol.in HDL/Cholesterol.in LDL,,,,,,,,,,,,,
16617-3,Choriogonadotropin.intact,,,,,,,,,,,,,
1661-8,11-Ketoandrosterone,,,,,,,,,,,,,
16618-1,Cladosporium herbarum Ab,,,,,,,,,,,,,
16619-9,Clarithromycin,,,,,,,,,,,,,
16620-7,Clarithromycin+Ethambutol,,,,,,,,,,,,,
16621-5,Clindamycin^peak,,,,,,,,,,,,,
16622-3,Clindamycin^trough,,,,,,,,,,,,,
16623-1,Clofazimine,,,,,,,,,,,,,
16624-9,clomiPRAMINE,,,,,,,,,,,,,
16625-6,clomiPRAMINE,,,,,,,,,,,,,
1662-6,11-Ketoetiocholanolone,,,,,,,,,,,,,
16626-4,Clostridium tetani Ab^1st specimen,,,,,,,,,,,,,
16627-2,Clostridium tetani Ab^2nd specimen,,,,,,,,,,,,,
16628-0,Cloxacillin,,,,,,,,,,,,,
16629-8,Coagulation surface induced,,,,,,,,,,,,,
16630-6,Coagulation surface induced,,,,,,,,,,,,,
16631-4,Coagulation surface induced,,,,,,,,,,,,,
16632-2,Cocaethylene,,,,,,,,,,,,,
16633-0,Cocaine,,,,,,,,,,,,,
1663-4,11-Oxycorticosterone,,,,,,,,,,,,,
16634-8,Coccidioides immitis Ab,,,,,,,,,,,,,
16635-5,Coccidioides immitis Ab.IgA,,,,,,,,,,,,,
16636-3,Coccidioides immitis Ab.IgA,,,,,,,,,,,,,
16637-1,Coccidioides immitis Ab.IgE,,,,,,,,,,,,,
16638-9,Coccidioides immitis Ab.IgG,,,,,,,,,,,,,
16639-7,Coccidioides immitis Ab.IgM,,,,,,,,,,,,,
16640-5,Coccidioides reaction wheal,,,,,,,,,,,,,
16641-3,Cockatiel droppings Ab,,,,,,,,,,,,,
1664-2,17-Hydroxycorticosteroids,,,,,,,,,,,,,
16642-1,Cockatiel droppings Ab.IgG,,,,,,,,,,,,,
16643-9,Cockatoo droppings Ab,,,,,,,,,,,,,
16644-7,Codeine.free,,,,,,,,,,,,,
16645-4,Colistin,,,,,,,,,,,,,
16647-0,Collagen Ab,,,,,,,,,,,,,
16648-8,Copper,,,,,,,,,,,,,
16649-6,Coproporphyrinogen oxidase,,,,,,,,,,,,,
16650-4,Coriandrum sativum Ab.IgE,,,,,,,,,,,,,
16651-2,Corticosterone^post XXX challenge,,,,,,,,,,,,,
16652-0,Corticotropin,,,,,,,,,,,,,
16653-8,Corticotropin.canine,,,,,,,,,,,,,
16654-6,Corticotropin^1.5H post XXX challenge,,,,,,,,,,,,,
16655-3,Corticotropin^10M post XXX challenge,,,,,,,,,,,,,
16656-1,Corticotropin^15M post XXX challenge,,,,,,,,,,,,,
16657-9,Corticotropin^1H post XXX challenge,,,,,,,,,,,,,
16658-7,Corticotropin^1M post XXX challenge,,,,,,,,,,,,,
1665-9,17-Hydroxycorticosteroids,,,,,,,,,,,,,
16659-5,Corticotropin^2.5H post XXX challenge,,,,,,,,,,,,,
16660-3,Corticotropin^20M post XXX challenge,,,,,,,,,,,,,
16661-1,Corticotropin^2H post XXX challenge,,,,,,,,,,,,,
16662-9,Corticotropin^30M post XXX challenge,,,,,,,,,,,,,
16663-7,Corticotropin^3H post XXX challenge,,,,,,,,,,,,,
16664-5,Corticotropin^45M post XXX challenge,,,,,,,,,,,,,
16665-2,Corticotropin^5M post XXX challenge,,,,,,,,,,,,,
16666-0,Corticotropin^9th specimen post XXX challenge,,,,,,,,,,,,,
1666-7,17-Hydroxycorticosteroids,,,,,,,,,,,,,
16667-8,Cortisol.free,,,,,,,,,,,,,
16668-6,Cortisol.free,,,,,,,,,,,,,
16669-4,Cortisol^10M post XXX challenge,,,,,,,,,,,,,
16670-2,Cortisol^15M post XXX challenge,,,,,,,,,,,,,
16671-0,Cortisol^1M post XXX challenge,,,,,,,,,,,,,
16672-8,Cortisol^40M post XXX challenge,,,,,,,,,,,,,
16673-6,Cortisol^50M post XXX challenge,,,,,,,,,,,,,
16674-4,Cortisol^70M post XXX challenge,,,,,,,,,,,,,
1667-5,17-Hydroxyketosteroids,,,,,,,,,,,,,
16675-1,Cortisol^80M post XXX challenge,,,,,,,,,,,,,
16676-9,Corynebacterium diphtheriae,,,,,,,,,,,,,
16677-7,Coxiella burnetii Ab.IgG,,,,,,,,,,,,,
16678-5,Coxiella burnetii Ab.IgM,,,,,,,,,,,,,
16679-3,Coxsackievirus A Ab,,,,,,,,,,,,,
16680-1,Coxsackievirus A Ab.IgG,,,,,,,,,,,,,
16681-9,Coxsackievirus A Ab.IgM,,,,,,,,,,,,,
16682-7,Coxsackievirus A2 Ab,,,,,,,,,,,,,
1668-3,17-Hydroxyprogesterone,,,,,,,,,,,,,
16683-5,Coxsackievirus A4 Ab,,,,,,,,,,,,,
16684-3,Coxsackievirus B Ab,,,,,,,,,,,,,
16685-0,Coxsackievirus B Ab.IgG,,,,,,,,,,,,,
16686-8,Coxsackievirus B Ab.IgM,,,,,,,,,,,,,
16687-6,Creatine,,,,,,,,,,,,,
16688-4,Creatine kinase,,,,,,,,,,,,,
16689-2,Creatinine,,,,,,,,,,,,,
166-9,Cephapirin,,,,,,,,,,,,,
16690-0,Creatinine,,,,,,,,,,,,,
1669-1,17-Hydroxyprogesterone,,,,,,,,,,,,,
16691-8,Cresols,,,,,,,,,,,,,
16692-6,Cryptococcus sp Ag,,,,,,,,,,,,,
16693-4,Cryptococcus sp Ag,,,,,,,,,,,,,
16694-2,Cumene,,,,,,,,,,,,,
16695-9,Cobalamins,,,,,,,,,,,,,
16696-7,Cobalamins^post XXX challenge,,,,,,,,,,,,,
16697-5,Cyclohexane,,,,,,,,,,,,,
16698-3,Cyclohexanol,,,,,,,,,,,,,
16699-1,Cyclohexanol,,,,,,,,,,,,,
16700-7,Cyclohexanol/Creatinine,,,,,,,,,,,,,
16701-5,Cyclopropane,,,,,,,,,,,,,
16702-3,cycloSERINE,,,,,,,,,,,,,
16703-1,cycloSPORINE,,,,,,,,,,,,,
16704-9,Cyproheptadine,,,,,,,,,,,,,
16705-6,Cystathionine,,,,,,,,,,,,,
16706-4,Taenia solium larva Ab.IgM,,,,,,,,,,,,,
16707-2,Taenia solium larva Ab.IgM,,,,,,,,,,,,,
16708-0,Taenia solium larva Ab,,,,,,,,,,,,,
1670-9,17-Hydroxyprogesterone,,,,,,,,,,,,,
16709-8,Cystine,,,,,,,,,,,,,
16710-6,Cystine crystals,,,,,,,,,,,,,
16711-4,Cystine+Homocystine,,,,,,,,,,,,,
16712-2,Cytomegalovirus Ab,,,,,,,,,,,,,
16713-0,Cytomegalovirus Ab,,,,,,,,,,,,,
16714-8,Cytomegalovirus Ab,,,,,,,,,,,,,
16715-5,Cytomegalovirus Ab.IgG,,,,,,,,,,,,,
16716-3,Cytomegalovirus Ab.IgG^2nd specimen,,,,,,,,,,,,,
1671-7,17-Ketogenic steroids,,,,,,,,,,,,,
16717-1,Cytomegalovirus Ag,,,,,,,,,,,,,
16718-9,Cytomegalovirus Ag,,,,,,,,,,,,,
16719-7,Cytomegalovirus inclusion bodies,,,,,,,,,,,,,
16720-5,Dechlorane,,,,,,,,,,,,,
16721-3,Dehydroepiandrosterone sulfate,,,,,,,,,,,,,
16722-1,Dehydroepiandrosterone sulfate^10th specimen post XXX challenge,,,,,,,,,,,,,
16723-9,Dehydroepiandrosterone sulfate^2nd specimen post XXX challenge,,,,,,,,,,,,,
16724-7,Dehydroepiandrosterone sulfate^3rd specimen post XXX challenge,,,,,,,,,,,,,
1672-5,17-Ketogenic steroids,,,,,,,,,,,,,
16725-4,Dehydroepiandrosterone sulfate^4th specimen post XXX challenge,,,,,,,,,,,,,
16726-2,Dehydroepiandrosterone sulfate^5th specimen post XXX challenge,,,,,,,,,,,,,
16727-0,Dehydroepiandrosterone sulfate^6th specimen post XXX challenge,,,,,,,,,,,,,
16728-8,Dehydroepiandrosterone sulfate^7th specimen post XXX challenge,,,,,,,,,,,,,
16729-6,Dehydroepiandrosterone sulfate^8th specimen post XXX challenge,,,,,,,,,,,,,
16730-4,Dehydroepiandrosterone sulfate^9th specimen post XXX challenge,,,,,,,,,,,,,
16731-2,Dehydroepiandrosterone.unconjugated,,,,,,,,,,,,,
16732-0,Dehydroepiandrosterone^7th specimen post XXX challenge,,,,,,,,,,,,,
1673-3,17-Ketogenic steroids,,,,,,,,,,,,,
16733-8,Dehydroepiandrosterone^9th specimen post XXX challenge,,,,,,,,,,,,,
16734-6,Dehydroepiandrosterone^baseline,,,,,,,,,,,,,
16735-3,Dehydroepiandrosterone^post XXX challenge,,,,,,,,,,,,,
16736-1,Dengue virus 1 Ab,,,,,,,,,,,,,
16737-9,Dengue virus 2 Ab,,,,,,,,,,,,,
16738-7,Dengue virus 3 Ab,,,,,,,,,,,,,
16739-5,Dengue virus 4 Ab,,,,,,,,,,,,,
16740-3,Dengue virus Ab,,,,,,,,,,,,,
1674-1,18-Hydroxycorticosterone,,,,,,,,,,,,,
16741-1,Dermatophagoides farinae Ab.IgG,,,,,,,,,,,,,
16742-9,Dermatophagoides pteronyssinus Ab.IgG,,,,,,,,,,,,,
16743-7,Nordiazepam,,,,,,,,,,,,,
16744-5,Nordiazepam,,,,,,,,,,,,,
16745-2,Desmethylmethsuximide,,,,,,,,,,,,,
16746-0,Nortrimipramine,,,,,,,,,,,,,
16747-8,Dextromoramide,,,,,,,,,,,,,
16748-6,Propoxyphene,,,,,,,,,,,,,
16749-4,Propoxyphene+Norpropoxyphene,,,,,,,,,,,,,
16750-2,Dezocine,,,,,,,,,,,,,
16751-0,Dezocine,,,,,,,,,,,,,
16752-8,Diacetate,,,,,,,,,,,,,
16753-6,Dialtrazene,,,,,,,,,,,,,
16754-4,Diamorphine,,,,,,,,,,,,,
16755-1,Diamorphine,,,,,,,,,,,,,
16756-9,Diamorphine,,,,,,,,,,,,,
16757-7,Diazepam+Nordiazepam,,,,,,,,,,,,,
1675-8,"2,3-Diphosphoglycerate",,,,,,,,,,,,,
16758-5,Dicamba,,,,,,,,,,,,,
16759-3,Dicamba,,,,,,,,,,,,,
16760-1,Dicarboxylporphyrin,,,,,,,,,,,,,
16761-9,Protoporphyrin,,,,,,,,,,,,,
16762-7,Dichlorobenzene,,,,,,,,,,,,,
16763-5,Dichlorodiphenyldichloroethylene,,,,,,,,,,,,,
16764-3,Dichlorodiphenyldichloroethylene,,,,,,,,,,,,,
16765-0,Dichlorodiphenyltrichloroethane,,,,,,,,,,,,,
1676-6,"2,3-Diphosphoglycerate",,,,,,,,,,,,,
16766-8,Dichloroethane,,,,,,,,,,,,,
16767-6,"2,4-Dichlorophenoxyacetate",,,,,,,,,,,,,
16768-4,Dichlorvos,,,,,,,,,,,,,
16769-2,Dicloxacillin,,,,,,,,,,,,,
167-7,Cephapirin,,,,,,,,,,,,,
16770-0,Dicoumarol,,,,,,,,,,,,,
16771-8,Dicyclomine,,,,,,,,,,,,,
16772-6,Dieldrin,,,,,,,,,,,,,
16773-4,Dieldrin,,,,,,,,,,,,,
1677-4,Alpha hydroxybutyrate dehydrogenase,,,,,,,,,,,,,
16774-2,Diethylcarbamazepine,,,,,,,,,,,,,
16775-9,Dihydrocodeine.free,,,,,,,,,,,,,
16776-7,dilTIAZem,,,,,,,,,,,,,
16777-5,Dimethylacetamide,,,,,,,,,,,,,
16778-3,Dinitrophenol,,,,,,,,,,,,,
16779-1,Dinitrophenol,,,,,,,,,,,,,
16780-9,Disopyramide,,,,,,,,,,,,,
16781-7,Disulfiram,,,,,,,,,,,,,
1678-2,20-Hydroxyprogesterone,,,,,,,,,,,,,
16782-5,DNA double strand Ab,,,,,,,,,,,,,
16784-1,DOPamine^2nd specimen post XXX challenge,,,,,,,,,,,,,
16785-8,DOPamine^3rd specimen post XXX challenge,,,,,,,,,,,,,
16786-6,DOPamine^4th specimen post XXX challenge,,,,,,,,,,,,,
16787-4,DOPamine^5th specimen post XXX challenge,,,,,,,,,,,,,
16788-2,DOPamine^6th specimen post XXX challenge,,,,,,,,,,,,,
16789-0,DOPamine^7th specimen post XXX challenge,,,,,,,,,,,,,
1679-0,24r-Hydroxycalcidiol,,,,,,,,,,,,,
16790-8,Doxepin+Desmethyldoxepin,,,,,,,,,,,,,
16791-6,Doxylamine,,,,,,,,,,,,,
16792-4,Doxylamine,,,,,,,,,,,,,
16793-2,Drugs,,,,,,,,,,,,,
16794-0,Echinococcus sp Ab.IgM,,,,,,,,,,,,,
16795-7,Echovirus Ab,,,,,,,,,,,,,
16796-5,Echovirus Ab,,,,,,,,,,,,,
16797-3,Echovirus 1 Ab,,,,,,,,,,,,,
16798-1,Echovirus 14 Ab,,,,,,,,,,,,,
16799-9,Echovirus 140 Ab,,,,,,,,,,,,,
16800-5,Echovirus 19 Ab,,,,,,,,,,,,,
16801-3,Echovirus 3 Ab,,,,,,,,,,,,,
16802-1,Echovirus 30 Ab,,,,,,,,,,,,,
16803-9,Echovirus 4 Ab,,,,,,,,,,,,,
16804-7,Echovirus 40 Ab,,,,,,,,,,,,,
16805-4,Echovirus 6 Ab,,,,,,,,,,,,,
16806-2,Echovirus 6+18+30 Ab,,,,,,,,,,,,,
16807-0,Echovirus 9 Ab,,,,,,,,,,,,,
1680-8,3-Alpha-Androstanediol glucuronide,,,,,,,,,,,,,
16808-8,Anaplasma phagocytophilum Ab.IgG,,,,,,,,,,,,,
16809-6,Anaplasma phagocytophilum Ab.IgM,,,,,,,,,,,,,
16811-2,Arachidate,,,,,,,,,,,,,
16812-0,Emetine,,,,,,,,,,,,,
16813-8,Emetine,,,,,,,,,,,,,
16814-6,Endomysium Ab,,,,,,,,,,,,,
16815-3,Endomysium Ab,,,,,,,,,,,,,
1681-6,Beta hydroxybutyrate dehydrogenase,,,,,,,,,,,,,
16816-1,Enoxacin,,,,,,,,,,,,,
16817-9,Entamoeba histolytica Ab,,,,,,,,,,,,,
16818-7,Entamoeba histolytica Ab,,,,,,,,,,,,,
16819-5,Entamoeba histolytica Ab,,,,,,,,,,,,,
16820-3,Entamoeba histolytica Ab,,,,,,,,,,,,,
16821-1,EPINEPHrine^4H post XXX challenge,,,,,,,,,,,,,
16822-9,Epithelial cells,,,,,,,,,,,,,
16823-7,Epstein Barr virus early Ab,,,,,,,,,,,,,
1682-4,Beta hydroxybutyrate dehydrogenase,,,,,,,,,,,,,
16824-5,Epstein Barr virus nuclear Ab,,,,,,,,,,,,,
16825-2,Epstein Barr virus nuclear Ab.IgG,,,,,,,,,,,,,
16826-0,Epstein Barr virus capsid Ab.IgG,,,,,,,,,,,,,
16827-8,Epstein Barr virus capsid Ab.IgG,,,,,,,,,,,,,
16828-6,Erythrocytes,,,,,,,,,,,,,
16829-4,Erythromycin,,,,,,,,,,,,,
16830-2,Erythromycin+Ethambutol,,,,,,,,,,,,,
1683-2,3-Hydroxyisovalerate,,,,,,,,,,,,,
16832-8,Escherichia coli enterotoxic,,,,,,,,,,,,,
16833-6,Escherichia coli K1 Ag,,,,,,,,,,,,,
16834-4,Escherichia coli K1 Ag,,,,,,,,,,,,,
16835-1,Escherichia coli shiga-like toxin,,,,,,,,,,,,,
16836-9,Escherichia coli verotoxic,,,,,,,,,,,,,
16838-5,Estriol,,,,,,,,,,,,,
1684-0,3-Methoxy-4-Hydroxyphenylglycol,,,,,,,,,,,,,
16840-1,Ethacrynate,,,,,,,,,,,,,
16841-9,Ethambutol+rifAMPin,,,,,,,,,,,,,
16842-7,Ethanol,,,,,,,,,,,,,
16843-5,Ethanol,,,,,,,,,,,,,
16844-3,Ethinamate,,,,,,,,,,,,,
16845-0,Ethionamide,,,,,,,,,,,,,
16847-6,Ethoheptazine,,,,,,,,,,,,,
16848-4,Ethoheptazine,,,,,,,,,,,,,
16849-2,Ethyl benzene,,,,,,,,,,,,,
168-5,Cephradine,,,,,,,,,,,,,
16850-0,Ethylene oxide,,,,,,,,,,,,,
16851-8,Ethylmorphine,,,,,,,,,,,,,
16852-6,Etodolac,,,,,,,,,,,,,
16853-4,Fat,,,,,,,,,,,,,
16855-9,Fat,,,,,,,,,,,,,
16856-7,Fat.microscopic observation,,,,,,,,,,,,,
1685-7,3-Methylhistidine,,,,,,,,,,,,,
16857-5,Fenclorvos,,,,,,,,,,,,,
16858-3,fentaNYL,,,,,,,,,,,,,
16859-1,Fibrinogen,,,,,,,,,,,,,
16860-9,Fibrinopeptide A Ag,,,,,,,,,,,,,
16861-7,Fibrinopeptide A Ag,,,,,,,,,,,,,
16862-5,Fibrinopeptide B Ag,,,,,,,,,,,,,
16863-3,Fibrinopeptide B beta (1-14) Ag,,,,,,,,,,,,,
16864-1,Fibrinopeptide B beta (1-42) Ag,,,,,,,,,,,,,
1686-5,3-Methylhistidine,,,,,,,,,,,,,
16865-8,Fibrinopeptide B beta (15-42) Ag,,,,,,,,,,,,,
16866-6,Fibrinopeptide B beta (43-47) Ag,,,,,,,,,,,,,
16867-4,Fibronectin aggregate Ab.IgG,,,,,,,,,,,,,
16868-2,Finch droppings Ab.IgE,,,,,,,,,,,,,
16869-0,Flubiprofen,,,,,,,,,,,,,
16870-8,Fluconazole,,,,,,,,,,,,,
16871-6,Fluoride,,,,,,,,,,,,,
16872-4,Fluorocarbons,,,,,,,,,,,,,
1687-3,3-Methylhistidine,,,,,,,,,,,,,
16873-2,Follitropin^105M post XXX challenge,,,,,,,,,,,,,
16874-0,Formate+Formaldehyde,,,,,,,,,,,,,
16875-7,Francisella tularensis Ab,,,,,,,,,,,,,
16876-5,Francisella tularensis Ab.IgA,,,,,,,,,,,,,
16877-3,Francisella tularensis Ab.IgG,,,,,,,,,,,,,
16878-1,Francisella tularensis Ab.IgM,,,,,,,,,,,,,
16879-9,Francisella tularensis Ag,,,,,,,,,,,,,
1688-1,4-Pyridoxate,,,,,,,,,,,,,
16881-5,Gallium,,,,,,,,,,,,,
16882-3,Gamma aminobutyrate,,,,,,,,,,,,,
16883-1,Gamma aminobutyrate,,,,,,,,,,,,,
16884-9,Gamma aminobutyrate,,,,,,,,,,,,,
16885-6,Gamma aminobutyrate,,,,,,,,,,,,,
16886-4,Gamma aminobutyrate,,,,,,,,,,,,,
16887-2,Gamma aminobutyrate,,,,,,,,,,,,,
16888-0,Gamma chlordane,,,,,,,,,,,,,
16890-6,Gastrin^10M post XXX challenge,,,,,,,,,,,,,
16891-4,Gastrin^11th specimen post XXX challenge,,,,,,,,,,,,,
16892-2,Gastrin^15M post XXX challenge,,,,,,,,,,,,,
16893-0,Gastrin^20M post XXX challenge,,,,,,,,,,,,,
16894-8,Gastrin^25M post XXX challenge,,,,,,,,,,,,,
16895-5,Gastrin^30M post XXX challenge,,,,,,,,,,,,,
16896-3,Gastrin^5M post XXX challenge,,,,,,,,,,,,,
16898-9,Giardia lamblia 65 Ag,,,,,,,,,,,,,
1689-9,5'-Nucleotidase,,,,,,,,,,,,,
16899-7,Giardia lamblia Ag,,,,,,,,,,,,,
16900-3,Gliadin Ab,,,,,,,,,,,,,
16901-1,Gliadin Ab.IgA,,,,,,,,,,,,,
16902-9,Gliadin Ab.IgG,,,,,,,,,,,,,
16903-7,Glucose,,,,,,,,,,,,,
16904-5,Glucose^1st specimen post XXX challenge,,,,,,,,,,,,,
16905-2,Glucose^2nd specimen post XXX challenge,,,,,,,,,,,,,
16906-0,Glucose^3rd specimen post XXX challenge,,,,,,,,,,,,,
1690-7,5'-Nucleotidase,,,,,,,,,,,,,
16907-8,Glucose^4th specimen post XXX challenge,,,,,,,,,,,,,
16908-6,Glucose^5th specimen post XXX challenge,,,,,,,,,,,,,
16909-4,Glucose^6th specimen post XXX challenge,,,,,,,,,,,,,
16910-2,Glucose^7th specimen post XXX challenge,,,,,,,,,,,,,
16911-0,Glucose^8th specimen post XXX challenge,,,,,,,,,,,,,
16912-8,Glucose^9th specimen post XXX challenge,,,,,,,,,,,,,
16913-6,Glucose^post CFst,,,,,,,,,,,,,
16914-4,Glucose^post XXX challenge,,,,,,,,,,,,,
1691-5,"5,10-Methylenetetrahydrofolate reductase",,,,,,,,,,,,,
16915-1,Glucose^post meal,,,,,,,,,,,,,
16916-9,Glutamate,,,,,,,,,,,,,
16917-7,Glutamine,,,,,,,,,,,,,
16918-5,Glutathione,,,,,,,,,,,,,
16919-3,Glycine,,,,,,,,,,,,,
16920-1,Glycoproteins,,,,,,,,,,,,,
16921-9,Stenotaphrum secundatum Ab.IgE,,,,,,,,,,,,,
16922-7,Elymus triticoides Ab.IgE,,,,,,,,,,,,,
1692-3,5-Hydroxyindoleacetate,,,,,,,,,,,,,
16923-5,guaiFENesin,,,,,,,,,,,,,
16924-3,Haemophilus influenzae Ab.IgG,,,,,,,,,,,,,
16925-0,Haemophilus influenzae A Ag,,,,,,,,,,,,,
16926-8,Haemophilus influenzae A Ag,,,,,,,,,,,,,
16927-6,Haemophilus influenzae B Ab.IgG,,,,,,,,,,,,,
16928-4,Hantavirus puumala Ab.IgG+IgM,,,,,,,,,,,,,
16929-2,Helicobacter pylori Ab,,,,,,,,,,,,,
169-3,Cephradine,,,,,,,,,,,,,
16930-0,Helminth Ab.IgE,,,,,,,,,,,,,
1693-1,5-Hydroxyindoleacetate,,,,,,,,,,,,,
16931-8,Hematocrit/Hemoglobin,,,,,,,,,,,,,
16932-6,Hemoglobin A3/Hemoglobin.total,,,,,,,,,,,,,
16933-4,Hepatitis B virus core Ab,,,,,,,,,,,,,
16934-2,Hepatitis B virus polymerase DNA,,,,,,,,,,,,,
16935-9,Hepatitis B virus surface Ab,,,,,,,,,,,,,
16936-7,Hepatitis C virus Ab.IgG,,,,,,,,,,,,,
16937-5,Hepatitis G virus RNA,,,,,,,,,,,,,
16938-3,Heptacarboxylporphyrin,,,,,,,,,,,,,
16939-1,Heptachlor,,,,,,,,,,,,,
16940-9,Heptachlorepoxide,,,,,,,,,,,,,
16941-7,Herbicide,,,,,,,,,,,,,
16942-5,Herpes simplex virus Ab,,,,,,,,,,,,,
16943-3,Herpes simplex virus Ab.IgG,,,,,,,,,,,,,
16944-1,Herpes simplex virus Ab.IgM,,,,,,,,,,,,,
16945-8,Herpes simplex virus Ag,,,,,,,,,,,,,
16947-4,Herpes simplex virus 1 Ab,,,,,,,,,,,,,
16948-2,Herpes simplex virus 1 Ab.IgG,,,,,,,,,,,,,
1694-9,5-Hydroxyindoleacetate,,,,,,,,,,,,,
16949-0,Herpes simplex virus 1 Ab.IgG^1st specimen,,,,,,,,,,,,,
16950-8,Herpes simplex virus 1 Ab.IgG^2nd specimen,,,,,,,,,,,,,
16952-4,Herpes simplex virus 1 DNA,,,,,,,,,,,,,
16953-2,Herpes simplex virus 1 DNA,,,,,,,,,,,,,
16954-0,Herpes simplex virus 2 Ab,,,,,,,,,,,,,
16955-7,Herpes simplex virus 2 Ab.IgG,,,,,,,,,,,,,
1695-6,5-Hydroxyindoleacetate,,,,,,,,,,,,,
16956-5,Herpes simplex virus 2 Ab.IgG,,,,,,,,,,,,,
16957-3,Herpes simplex virus 2 Ab.IgG^1st specimen,,,,,,,,,,,,,
16958-1,Herpes simplex virus 2 Ab.IgG^2nd specimen,,,,,,,,,,,,,
16959-9,Herpes simplex virus 2 DNA,,,,,,,,,,,,,
16960-7,Herpes simplex virus 2 DNA,,,,,,,,,,,,,
16962-3,Heterophile Ab,,,,,,,,,,,,,
16963-1,Hexacarboxylporphyrin,,,,,,,,,,,,,
1696-4,5-Methyltetrahydrofolate homocysteine methyltransferase,,,,,,,,,,,,,
16964-9,Hexacarboxylporphyrin,,,,,,,,,,,,,
16965-6,Lindane,,,,,,,,,,,,,
16966-4,Hexachloroethane,,,,,,,,,,,,,
16967-2,Hexokinase 1,,,,,,,,,,,,,
16968-0,Hexokinase 3,,,,,,,,,,,,,
16969-8,Histone H2a+H2b Ab,,,,,,,,,,,,,
16970-6,Histoplasma capsulatum Ab,,,,,,,,,,,,,
16971-4,Histoplasma capsulatum Ab.IgA,,,,,,,,,,,,,
1697-2,6-Phosphogluconate dehydrogenase,,,,,,,,,,,,,
16972-2,Histoplasma capsulatum Ab.IgE,,,,,,,,,,,,,
16973-0,Histoplasma capsulatum Ab.IgM,,,,,,,,,,,,,
16974-8,HIV 1 Ab,,,,,,,,,,,,,
16975-5,HIV 1 Ab.IgG,,,,,,,,,,,,,
16976-3,HIV 1 Ag,,,,,,,,,,,,,
16977-1,HIV 1 Ag,,,,,,,,,,,,,
